Chrom,Position,Likelihood,Alpha,StartPos,EndPos
1,562425.7656,1.923316,0.0696059,561983,562441
1,568722.2402,0.04190302,0.110642,568684,569004
1,575018.7148,0.5270438,0.0279063,574616,575203
1,581315.1895,0.6573529,0.09497944,581195,581419
1,587611.6641,21.51315,0.0006326213,568684,606430
1,593908.1387,0.4675745,0.07229494,593772,593985
1,600204.6133,0,1,600192,600231
1,606501.0879,7.920608,0.01198922,605514,607452
1,612797.5625,0.2051283,0.01388058,611962,613414
1,619094.0371,0.1028287,0.003822187,615959,619834
1,625390.5117,1.840894,0.01229146,624948,626109
1,631686.9863,0.4455818,0.6404221,631532,631699
1,637983.4609,2.756705,0.007962324,636594,638243
1,644279.9355,0.2590732,0.2005208,644259,644337
1,650576.4102,0,0.06703912,650256,650755
1,656872.8848,0.6073517,0.2104401,656823,656928
1,663169.3594,7.249512,0.004019875,660327,685324
1,669465.834,1.724371,0.0005546014,647976,691095
1,675762.3086,4.602129,0.0002029476,616756,732635
1,682058.7832,0.5549861,0.001752563,662225,688866
1,688355.2578,1.481707,0.1229146,688297,688433
1,694651.7324,0.003022706,0.222446,694569,694676
1,700948.207,3.200231,0.01049415,699851,702061
1,707244.6816,0.8428139,0.003994609,704323,714279
1,713541.1562,11.06339,0.001081896,702585,724576
1,719837.6309,2.027771,0.03452037,719583,720014
1,726134.1055,1.015527,0.001389039,717498,732635
1,732430.5801,0,6.000001,732375,732432
1,738727.0547,1.004847,0.3433086,738720,738837
1,745023.5293,0.0254497,0.4835421,744988,745042
1,751320.0039,0.7560772,0.003863066,748252,754421
1,757616.4785,0,0.05357143,757304,757840
1,763912.9531,0.4396156,0.1515999,763843,763937
1,770209.4277,0.2904813,0.480632,770204,771339
1,776505.9023,0.2049887,0.02483324,776236,777671
1,782802.377,0.4920467,0.3392801,782801,782837
1,789098.8516,0.1328773,0.6357308,789085,789111
1,795395.3262,0.09067061,0.1740822,795374,795969
1,801691.8008,0.1326524,0.01904388,801097,802248
1,807988.2754,1.95682,0.001906518,801870,820908
1,814284.75,7.430958,0.0003265191,777671,834738
1,820581.2246,0.3873914,0.01898003,820032,820908
1,826877.6992,6.7847,0.0008665764,819940,834738
1,833174.1738,1.180729,0.004561412,832270,834738
1,839470.6484,1.746448,0.0005173794,819940,866834
1,845767.123,6.699693,0.0001994489,786099,903078
1,852063.5977,8.949782,0.000143623,768954,930393
1,858360.0723,2.465235,0.0003325121,822429,893496
1,864656.5469,2.515559,0.001395343,834559,873197
1,870953.0215,0.1559127,0.006746594,870033,872617
1,877249.4961,2.127597,0.002308841,872617,882343
1,883545.9707,0,0.1061947,883433,884590
1,889842.4453,0,12,889841,889878
1,896138.9199,0.6364343,0.124493,896085,896220
1,902435.3945,0.5079032,0.005861364,896548,903078
1,908731.8691,0.1692362,0.005812759,906706,910766
1,915028.3438,0.08132735,0.1704555,914958,915083
1,921324.8184,0.01336203,450.8884,921324,921326
1,927621.293,8.760451,0.004806322,925146,929302
1,933917.7676,10.71918,0.0005950174,913752,953996
1,940214.2422,0.005315246,0.4261069,940198,940243
1,946510.7168,0,1.714286,946503,946623
1,952807.1914,2.00223,0.002861908,948614,953996
1,959103.666,0.7158522,0.004967806,958584,961395
1,965400.1406,0.08068757,0.004245796,962605,967191
1,971696.6152,0.1947209,0.0240316,971435,971799
1,977993.0898,0,1.5,977985,978030
1,984289.5645,0.02863444,0.05825806,984192,984423
1,990586.0391,1.928971,0.03712314,990303,990907
1,996882.5137,6.553506,0.0003588861,965873,1028817
1,1003178.9883,0.1405984,0.006646774,994892,1004946
1,1009475.4629,0.08639137,0.002661679,1005070,1013675
1,1015771.9375,0.003107632,0.1296498,1015640,1015817
1,1022068.4121,0.08921668,0.1353973,1021976,1022152
1,1028364.8867,8.097027e-07,0.02570076,1026885,1028817
1,1034661.3613,0,0.04705883,1034406,1038191
1,1040957.8359,0.2618604,0.004044472,1038191,1043266
1,1047254.3105,4.533023e-09,0.04255319,1046972,1047734
1,1053550.7852,0,2.400001,1053526,1053555
1,1059847.2598,0.3173094,0.07579995,1059065,1059916
1,1066143.7344,0,2,1066137,1067313
1,1072440.209,0,0.1818182,1072374,1072779
1,1078736.6836,0.003939056,0.01282557,1077951,1079664
1,1085033.1582,0.09616768,0.001741866,1079144,1091768
1,1091329.6328,0.2048168,0.01101132,1090479,1092312
1,1097626.1074,0,0.2033899,1097567,1097697
1,1103922.582,0.07170658,0.3408855,1103887,1103947
1,1110219.0566,0.03042881,0.3655726,1110209,1110392
1,1116515.5312,0.123698,0.07045131,1116445,1116587
1,1122812.0059,0.000896151,0.02009759,1122294,1123406
1,1129108.4805,0,0.4800001,1129068,1129133
1,1135404.9551,8.39971,0.1025495,1135324,1135507
1,1141701.4297,18.10932,0.0002387802,1091610,1191560
1,1147997.9043,0.7229176,0.06700178,1147858,1148083
1,1154294.3789,0.4959833,0.298507,1154287,1154324
1,1160590.8535,0.4132602,0.04530886,1160529,1163037
1,1166887.3281,0,0.3243244,1166850,1168197
1,1173183.8027,0,12,1173182,1173203
1,1179480.2773,0.4865557,0.02409543,1179071,1179850
1,1185776.752,1.297245,0.002042729,1180005,1191560
1,1192073.2266,0.5329601,0.1248731,1191994,1192196
1,1198369.7012,0.6772004,0.1373603,1198347,1198729
1,1204666.1758,0.8239274,0.01565257,1204235,1205432
1,1210962.6504,0.07404568,0.05921688,1210784,1211164
1,1217259.125,7.574142,0.007628041,1215782,1218794
1,1223555.5996,0,0.3428571,1223467,1223590
1,1229852.0742,0.632845,0.2801093,1229807,1229860
1,1236148.5488,0.5353187,0.174129,1236121,1236216
1,1242445.0234,1.154461,0.1829777,1242437,1242494
1,1248741.498,0.004304168,0.1734186,1248672,1248767
1,1255037.9727,0,4.000001,1255030,1255041
1,1261334.4473,0,0.09375003,1261206,1261470
1,1267630.9219,0.3217222,0.0008131442,1253355,1282383
1,1273927.3965,0.0009919607,0.0007692035,1258444,1285806
1,1280223.8711,0,0.05825244,1264392,1280429
1,1286520.3457,0.0240084,0.005823268,1284723,1294159
1,1292816.8203,0.2180319,0.004928956,1285797,1295246
1,1299113.2949,0.02702913,0.07752814,1299072,1299376
1,1305409.7695,0.4134325,0.3070934,1305400,1305443
1,1311706.2441,0.2797862,0.05892324,1311599,1312035
1,1318002.7188,0.1791655,0.5527681,1317406,1318007
1,1324299.1934,0.1241362,0.005311508,1322079,1326301
1,1330595.668,2.41099,0.04976454,1330376,1330722
1,1336892.1426,0.1443966,0.05214793,1336623,1337119
1,1343188.6172,2.104676e-09,2,1343182,1343197
1,1349485.0918,0.001916534,0.02428449,1349001,1351942
1,1355781.5664,0.01032542,0.1127221,1354923,1355821
1,1362078.041,0,0.2352941,1359968,1362129
1,1368374.5156,0.2852314,0.01743114,1367746,1369058
1,1374670.9902,0.04165988,1.0511,1374667,1374679
1,1380967.4648,9.444856,0.0002628497,1335319,1425843
1,1387263.9395,16.69321,0.0001632462,1313848,1460335
1,1393560.4141,55.68885,8.515537e-05,1253355,1532636
1,1399856.8887,58.71351,9.937989e-05,1280429,1520389
1,1406153.3633,49.73443,0.0001469856,1326301,1487778
1,1412449.8379,2.000672,41.846,1412449,1412493
1,1418746.3125,3.352111,0.01832921,1418138,1419383
1,1425042.7871,5.727022,0.03072044,1424668,1425281
1,1431339.2617,1.497663,0.002345868,1427351,1436356
1,1437635.7363,4.626889,0.004946504,1435213,1440023
1,1443932.2109,3.113506,0.04896675,1443919,1444174
1,1450228.6855,0.04250355,0.1120136,1450122,1450291
1,1456525.1602,1.357537,0.07479419,1456518,1456657
1,1462821.6348,23.2821,0.001030213,1451175,1468590
1,1469118.1094,16.51927,0.0008355239,1454768,1482667
1,1475414.584,0.6812512,0.001246649,1465800,1484980
1,1481711.0586,0,6.000001,1481689,1481713
1,1488007.5332,1.20674,0.3948344,1488000,1488051
1,1494304.0078,0.2394727,0.01270981,1493700,1494735
1,1500600.4824,1.674384,0.04079681,1500406,1500883
1,1506896.957,8.003899,0.007639174,1505511,1508427
1,1513193.4316,0.2705082,0.05676169,1513018,1513537
1,1519489.9062,57.11199,0.001574323,1512124,1527103
1,1525786.3809,0.6845615,0.2455135,1525746,1525816
1,1532082.8555,0.4158794,0.07909211,1532078,1532134
1,1538379.3301,0.01648692,0.002409278,1535092,1540908
1,1544675.8047,1.034034,0.0005837435,1524122,1564785
1,1550972.2793,4.74737,0.0007786096,1536260,1566326
1,1557268.7539,0,1.333333,1557259,1557280
1,1563565.2285,1.352649,0.1300671,1563502,1563633
1,1569861.7031,1.823556,0.001436111,1561576,1577558
1,1576158.1777,0.05085258,0.03692653,1576041,1576460
1,1582454.6523,0.06229741,0.0335793,1582204,1582654
1,1588751.127,1.175794,0.03852736,1588477,1588993
1,1595047.6016,1.074222,0.06050606,1594970,1595126
1,1601344.0762,0.7539972,0.1128402,1601232,1601439
1,1607640.5508,1.56098,0.005758432,1606296,1609154
1,1613937.0254,1.263351,0.07317332,1613766,1613970
1,1620233.5,0,0.4285715,1620205,1620356
1,1626529.9746,0.5054644,0.003515205,1623135,1628786
1,1632826.4492,1.010475,0.1164404,1632689,1632840
1,1639122.9238,0.1912207,0.006961816,1637561,1640502
1,1645419.3984,1.865891,0.02543451,1644971,1645482
1,1651715.873,1.080175,0.06149954,1651525,1651739
1,1658012.3477,0,0.06666667,1656223,1658192
1,1664308.8223,2.654649,0.004112586,1661474,1666044
1,1670605.2969,0.1649616,0.003968312,1669172,1672722
1,1676901.7715,0.3796155,0.0003300716,1640872,1713140
1,1683198.2461,0.5678746,0.001881167,1682750,1688466
1,1689494.7207,16.78884,0.0005068215,1665936,1713140
1,1695791.1953,3.727038,0.003426816,1692993,1699253
1,1702087.6699,0.866714,0.0847972,1702080,1702170
1,1708384.1445,0.07771805,0.06350542,1708199,1708514
1,1714680.6191,0.4809649,1.473081,1714643,1714684
1,1720977.0938,6.098394,0.005798372,1719940,1722497
1,1727273.5684,7.451386,0.0003952457,1697046,1757489
1,1733570.043,9.947619,0.0003737912,1701577,1765570
1,1739866.5176,0.1261855,0.138192,1739766,1739888
1,1746162.9922,0.4288795,0.005555592,1744261,1748069
1,1752459.4668,0.1313014,0.01097052,1751433,1753497
1,1758755.9414,0.03983033,0.1044493,1757886,1758791
1,1765052.416,0.05565624,0.01807156,1764460,1765570
1,1771348.8906,0.5505514,0.011375,1770305,1772359
1,1777645.3652,1.548356,0.001526822,1769876,1785424
1,1783941.8398,1.376619,0.003,1780412,1787914
1,1790238.3145,0,0.0794702,1790087,1790797
1,1796534.7891,0.1337038,3.655726,1796506,1796535
1,1802831.2637,0.002959968,0.08827221,1802713,1802918
1,1809127.7383,0.08466121,0.07570262,1808413,1809236
1,1815424.2129,4.780606,0.002756446,1811138,1819058
1,1821720.6875,0,0.2857144,1821678,1821891
1,1828017.1621,5.610587,0.002245298,1823445,1831031
1,1834313.6367,73.17939,8.855743e-05,1698836,1969760
1,1840610.1113,0.261817,0.2747208,1840594,1840615
1,1846906.5859,16.20198,0.005199536,1844646,1848253
1,1853203.0605,4.897878,0.00141718,1844766,1861567
1,1859499.5352,0.5534225,0.06655525,1859201,1859519
1,1865796.0098,3.839704,0.01032308,1864648,1866828
1,1872092.4844,0,0.08571431,1871391,1872232
1,1878388.959,0.1557626,0.02760899,1877998,1878757
1,1884685.4336,0.1085039,0.2335777,1884650,1884703
1,1890981.9082,0.2776115,0.05087421,1890755,1891115
1,1897278.3828,0,0.003977462,1894261,1911830
1,1903574.8574,5.290666e-06,0.001113994,1893280,1914225
1,1909871.332,0,0.006497022,1893280,1911718
1,1916167.8066,0,0.1818182,1916101,1917589
1,1922464.2812,0.003022706,0.5561148,1922349,1922474
1,1928760.7559,0.3370273,0.008211716,1927742,1931172
1,1935057.2305,0.01370028,0.1681759,1934939,1935082
1,1941353.7051,0.06451787,0.01837048,1940704,1941829
1,1947650.1797,0,0.1445783,1947324,1947733
1,1953946.6543,0,0.02672606,1953436,1954395
1,1960243.1289,0,0.2500001,1960195,1960414
1,1966539.6035,10.74169,0.006591323,1964930,1968337
1,1972836.0781,1.886115,0.004299978,1970155,1975526
1,1979132.5527,0.342058,0.122256,1979110,1979181
1,1985429.0273,0.8427386,0.002065112,1979767,1998619
1,1991725.502,0,0.001873829,1985321,1998619
1,1998021.9766,11.18616,0.0003354501,1963633,2032366
1,2004318.4512,20.32417,0.0005315917,1981909,2026643
1,2010614.9258,7.374141,0.0008336502,1998617,2024921
1,2016911.4004,3.181369,0.01517041,2016482,2017683
1,2023207.875,0.3105864,0.009980624,2022090,2023944
1,2029504.3496,39.97063,8.806206e-05,1893280,2165267
1,2035800.8242,22.64645,0.0006166164,2016482,2055230
1,2042097.2988,4.411708,0.001659968,2035105,2048431
1,2048393.7734,0.3965174,0.02376222,2047715,2048431
1,2054690.248,3.262986,0.003085473,2050943,2057183
1,2060986.7227,3.572687,0.003909496,2059094,2063698
1,2067283.1973,0.4566433,0.006590807,2066640,2068927
1,2073579.6719,0.1212886,0.002476141,2068780,2077467
1,2079876.1465,0.4304409,0.4514821,2079874,2079900
1,2086172.6211,0.1150334,0.3293333,2086163,2087037
1,2092469.0957,1.732586,0.0007690029,2077467,2105592
1,2098765.5703,0.2894847,0.03592561,2098472,2099088
1,2105062.0449,2.46572,0.000271284,2060858,2138922
1,2111358.5195,1.049632,0.0001738999,2042508,2180199
1,2117654.9941,0.3518117,0.0001372161,2030779,2203850
1,2123951.4688,5.877071e-06,0.0006059962,2105592,2138922
1,2130247.9434,9.513695e-05,0.000997785,2105592,2138922
1,2136544.418,0.5598621,0.006422,2105592,2136658
1,2142840.8926,0,0.003062006,2138922,2154626
1,2149137.3672,4.586478e-09,0.00218619,2138922,2154626
1,2155433.8418,4.586478e-09,0.01486989,2154626,2156920
1,2161730.3164,0.2159704,0.003592561,2158553,2162040
1,2168026.791,0.8069894,0.005764619,2166413,2170076
1,2174323.2656,0.7531517,0.004034961,2171829,2175501
1,2180619.7402,1.111078,0.001462657,2174009,2188747
1,2186916.2148,0.3636192,0.005159795,2184827,2189051
1,2193212.6895,0,0.01355932,2189006,2194097
1,2199509.1641,0.1161738,0.007354838,2197979,2201136
1,2205805.6387,0,0.009070295,2203850,2207128
1,2212102.1133,0.5194993,0.02375937,2211642,2212521
1,2218398.5879,0.6073525,0.4514821,2218344,2218400
1,2224695.0625,0.2904813,240.316,2224695,2224859
1,2230991.5371,0.2217731,0.001303904,2222669,2239729
1,2237288.0117,0.06039949,0.005722237,2235704,2239390
1,2243584.4863,0.07893191,0.009074644,2242636,2244056
1,2249880.9609,2.437535,0.000872607,2236273,2254761
1,2256177.4355,3.986716,0.0006813609,2239390,2272014
1,2262473.9102,4.509643,0.0002452331,2213842,2310277
1,2268770.3848,0.6886194,0.004178122,2267926,2271227
1,2275066.8594,2.717028,0.0006897835,2265719,2292284
1,2281363.334,0.3439659,0.01157813,2280341,2282150
1,2287659.8086,0,0.08571431,2287469,2287799
1,2293956.2832,2.316652,0.07115803,2293799,2294107
1,2300252.7578,0.8361229,0.07962324,2300222,2300400
1,2306549.2324,0.04024206,0.1406048,2306505,2306826
1,2312845.707,0.5535688,0.006682437,2310277,2314148
1,2319142.1816,0.3142228,0.01144362,2318218,2320193
1,2325438.6562,32.82085,0.0004565231,2299367,2351701
1,2331735.1309,0,0.06,2330373,2331935
1,2338031.6055,0.1284798,0.2611233,2338017,2339195
1,2344328.0801,12.79,0.002141143,2339195,2349895
1,2350624.5547,0.6682515,0.01948441,2350061,2351005
1,2356921.0293,1.537276,0.005118399,2354697,2358960
1,2363217.5039,0.3505597,0.9742204,2363214,2363237
1,2369513.9785,60.67703,7.265094e-05,2207128,2534421
1,2375810.4531,49.10306,8.816114e-05,2239729,2511835
1,2382106.9277,8.67228,0.0009414153,2377499,2392906
1,2388403.4023,0.5984586,0.00480632,2385266,2390862
1,2394699.877,28.71508,0.0002386506,2344504,2444972
1,2400996.3516,3.10938,0.001564763,2399980,2406744
1,2407292.8262,4.487016,0.002086801,2402335,2412078
1,2413589.3008,7.70857,0.0008152082,2399980,2428066
1,2419885.7754,0.354058,0.1974703,2419624,2419906
1,2426182.25,0.2330369,0.1135539,2426025,2426268
1,2432478.7246,0.2296848,0.2434896,2432431,2432560
1,2438775.1992,1.505929,0.04905727,2438624,2438936
1,2445071.6738,0,0.1578948,2444971,2445147
1,2451368.1484,0.5899384,0.04926324,2451205,2451394
1,2457664.623,0.02547504,0.01946481,2457448,2459853
1,2463961.0977,5.485752,0.0001487429,2383290,2544387
1,2470257.5723,0,0.5000001,2469911,2470281
1,2476554.0469,0.8137418,0.005870945,2474559,2477781
1,2482850.5215,0,12,2482847,2482851
1,2489146.9961,2.154922,0.003056838,2485285,2492706
1,2495443.4707,1.112927,0.01694296,2494796,2495982
1,2501739.9453,0,0.01756955,2500821,2502423
1,2508036.4199,2.262123,0.01141923,2507518,2508772
1,2514332.8945,2.318556,0.1604216,2514273,2514399
1,2520629.3691,0.9577247,0.0195385,2520039,2521214
1,2526925.8438,1.981927,0.001481822,2518915,2534956
1,2533222.3184,0.02541259,0.3719555,2533209,2533524
1,2539518.793,0.7423907,0.001715578,2532589,2545848
1,2545815.2676,0.01336203,0.1366328,2545067,2545848
1,2552111.7422,0.4808017,0.01425034,2551115,2552685
1,2558408.2168,5.048479,0.00218773,2553413,2563875
1,2564704.6914,0.1280115,2.763841,2564703,2564755
1,2571001.166,0.05013818,0.2844365,2570984,2571042
1,2577297.6406,0.404342,0.07158883,2577140,2577462
1,2583594.1152,0.3443881,0.06442996,2583462,2583756
1,2589890.5898,0.1338709,0.9139314,2589886,2589898
1,2596187.0645,0.2074499,0.006200837,2594312,2598026
1,2602483.5391,0,0.2068966,2602425,2602545
1,2608780.0137,3.944291,0.001272144,2599425,2617045
1,2615076.4883,0,0.08695652,2614938,2615912
1,2621372.9629,0,0.02247191,2620839,2621922
1,2627669.4375,0.3240097,0.0995023,2627543,2627780
1,2633965.9121,7.673073,0.0008165489,2619455,2648558
1,2640262.3867,0.04329266,0.01170804,2639467,2641275
1,2646558.8613,3.53809,0.02246779,2646149,2647071
1,2652855.3359,5.748585,0.005581921,2650922,2654169
1,2659151.8105,0.6780628,0.007490316,2657577,2660594
1,2665448.2852,1.92962,0.03473099,2665127,2665776
1,2671744.7598,3.650428,0.0006026288,2651972,2683864
1,2678041.2344,0.3922744,0.06404222,2677863,2678465
1,2684337.709,18.47257,0.0002659608,2639467,2727565
1,2690634.1836,73.69388,0.0001090387,2581367,2800663
1,2696930.6582,8.865548,0.003239295,2696076,2700571
1,2703227.1328,33.89002,0.0006840271,2696076,2719619
1,2709523.6074,75.85135,5.737949e-05,2500780,2918361
1,2715820.082,82.60389,4.405623e-05,2443455,2987897
1,2722116.5566,1.237218,0.001050403,2711115,2732584
1,2728413.0312,6.76996,0.0004048346,2698772,2755999
1,2734709.5059,0.2248221,0.009627979,2734556,2735862
1,2741005.9805,4.729667,0.0005092338,2718851,2764511
1,2747302.4551,15.67947,0.0121204,2746477,2747798
1,2753598.9297,24.90992,8.688874e-05,2615893,2890326
1,2759895.4043,26.36308,0.0004047987,2730748,2784313
1,2766191.8789,3.121143,0.003541145,2763700,2769325
1,2772488.3535,2.416554,0.001178956,2763700,2782516
1,2778784.8281,22.50274,0.001177501,2768972,2784313
1,2785081.3027,11.45237,0.0001116301,2677816,2890326
1,2791377.7773,5.369881,0.0005975988,2771456,2811376
1,2797674.252,0.00538788,0.1293291,2797292,2797717
1,2803970.7266,0.05985202,0.004425153,2801283,2806211
1,2810267.2012,4.971317,0.00675045,2808517,2811970
1,2816563.6758,0.06609802,4.2044,2816542,2816564
1,2822860.1504,0.1910222,0.002688793,2818399,2827413
1,2829156.625,2.005306,0.004277159,2827413,2831873
1,2835453.0996,0.54807,0.01069377,2834954,2836758
1,2841749.5742,0.5001598,0.02369562,2841270,2842234
1,2848046.0488,0.2567556,0.1105537,2848016,2848153
1,2854342.5234,0.4309774,0.07579996,2854223,2854546
1,2860638.998,0.1295283,0.3454801,2860607,2860659
1,2866935.4727,0.1491411,0.02916197,2866533,2867424
1,2873231.9473,0.2435751,0.01159807,2872216,2873642
1,2879528.4219,0,0.2,2879282,2879588
1,2885824.8965,0.5509229,0.004647272,2885185,2888331
1,2892121.3711,0.5772481,0.001307455,2883214,2901082
1,2898417.8457,1.320031,0.0003490754,2864466,2921684
1,2904714.3203,3.941723,0.0002161695,2849205,2959739
1,2911010.7949,1.34403,0.0004906472,2887006,2935314
1,2917307.2695,1.303388,0.02729743,2917051,2917504
1,2923603.7441,7.380164,0.0007027412,2915108,2940486
1,2929900.2188,1.34184,0.000305386,2893099,2969168
1,2936196.6934,0.7013964,0.1625789,2936008,2936249
1,2942493.168,0.2613199,0.05259588,2942416,2942588
1,2948789.6426,0,0.7500002,2948763,2948805
1,2955086.1172,0.1275829,0.0115129,2954212,2956760
1,2961382.5918,0.06198413,0.02450481,2960485,2961854
1,2967679.0664,0.02905248,0.06092877,2967484,2967772
1,2973975.541,0,0.01463415,2973155,2977292
1,2980272.0156,0.5585655,0.07137524,2980104,2980422
1,2986568.4902,0.06617845,0.07539375,2986438,2986721
1,2992864.9648,0.7721549,0.007294681,2991246,2993389
1,2999161.4395,0.2605722,0.015425,2993389,2999728
1,3005457.9141,0.2994842,0.008274972,3004009,3006901
1,3011754.3887,0,0.05172415,3011522,3012661
1,3018050.8633,0.03213947,0.01932756,3017557,3018490
1,3024347.3379,0.03023627,0.04154234,3024259,3024550
1,3030643.8125,0.4810588,0.0677668,3030483,3030793
1,3036940.2871,0.515184,0.04153945,3036668,3037215
1,3043236.7617,0,0.03726709,3042791,3043558
1,3049533.2363,0.2156393,0.09965705,3049418,3049621
1,3055829.7109,4.533024e-09,0.5714285,3055808,3055855
1,3062126.1855,0.5165704,0.1683974,3061960,3062194
1,3068422.6602,0.4782079,0.001094335,3057502,3121131
1,3074719.1348,0.9378266,0.000361595,3041618,3120242
1,3081015.6094,1.172777,0.00023018,3029084,3133114
1,3087312.084,1.612251,0.0001676352,3016217,3150377
1,3093608.5586,2.106979,0.0001583255,3017845,3167696
1,3099905.0332,1.514605,0.0002115293,3043558,3150377
1,3106201.5078,1.615536,0.0002956889,3065307,3146710
1,3112497.9824,1.619891,0.0005186799,3063312,3135629
1,3118794.457,1.211396,0.002529216,3063841,3122828
1,3125090.9316,0.002653549,0.006522774,3124235,3126444
1,3131387.4062,0.02949864,0.1633532,3131363,3131498
1,3137683.8809,0.1752695,0.2437151,3137531,3137700
1,3143980.3555,0,0.04562738,3143717,3145214
1,3150276.8301,0.09364492,0.02934653,3149681,3150377
1,3156573.3047,5.426889,0.0003797816,3126444,3188091
1,3162869.7793,0.234511,0.009912301,3149478,3163933
1,3169166.2539,0,0.008163266,3167696,3171402
1,3175462.7285,0.04572506,0.02386295,3174868,3175842
1,3181759.2031,0.000600002,0.0348172,3181562,3182093
1,3188055.6777,0,0.3333334,3187980,3188091
1,3194352.1523,0.007173463,0.3727433,3194331,3194368
1,3200648.627,0,12,3200633,3200649
1,3206945.1016,0.08834796,0.1031704,3206907,3207439
1,3213241.5762,0.002581796,0.008682264,3212496,3214592
1,3219538.0508,9.681181,0.008143107,3218180,3220976
1,3225834.5254,0,0.09160306,3225677,3225965
1,3232131,0.3947288,0.006572376,3230415,3233804
