Chrom,Position,Likelihood,Alpha,StartPos,EndPos
1,247595.8008,1.074733e-08,0.002104155,241892,261995
1,253892.1113,3.604791,2.882621e-05,8336,661262
1,260188.4219,6.13709e-09,0.008157714,241352,261659
1,266484.7324,1.486956,0.0004446512,239687,293319
1,272781.043,0.04842925,0.00922465,271522,272876
1,279077.3535,5.656396,0.0002945808,238705,319808
1,285373.6641,0.05927816,0.146229,285348,285441
1,291669.9746,0.2601976,0.01146177,290677,292707
1,297966.2852,3.078779e-09,0.01944894,296095,298583
1,304262.5957,0.1495741,0.006503578,303213,307815
1,310558.9062,2.376481e-09,0.5454545,310536,310666
1,316855.2168,7.662549,0.0004845455,292350,341446
1,323151.5273,0.7562191,0.001020298,311431,325464
1,329447.8379,12.75029,7.23662e-05,163629,479334
1,335744.1484,67.63062,5.0626e-05,98779,572696
1,342040.459,148.0437,5.835712e-05,136753,547218
1,348336.7695,84.57557,7.144996e-05,192522,516216
1,354633.0801,52.1106,5.768536e-05,146610,562008
1,360929.3906,10.29555,7.725494e-05,206064,516216
1,367225.7012,3.078778e-09,0.009153316,365914,368845
1,373522.0117,3.133133e-09,0.008689354,368845,374903
1,379818.3223,0.002682489,0.4869793,379794,379825
1,386114.6328,0.002682484,0.1420356,385850,386138
1,392410.9434,0.00235004,0.02189057,391878,392577
1,398707.2539,0.005688352,0.1311097,398669,398735
1,405003.5645,0.7683964,0.003122451,402335,407796
1,411299.875,0.1427551,0.0705904,411165,411346
1,417596.1855,1.504926e-08,0.00578575,415644,421384
1,423892.4961,2.491856e-09,0.173913,423736,423961
1,430188.8066,6.804695e-09,0.003027245,426224,434905
1,436485.1172,2.491869e-09,0.1411764,436400,436702
1,442781.4277,2.491868e-09,0.05607476,442567,443040
1,449077.7383,2.491864e-09,0.01328903,448174,451703
1,455374.0488,2.7941e-09,5.999998,455372,455378
1,461670.3594,2.491855e-09,0.6666664,461640,461688
1,467966.6699,0.8260518,0.001131088,457403,474018
1,474262.9805,2.996861e-09,0.04918031,474018,478599
1,480559.291,1.106665e-09,0.009716598,479324,498534
1,486855.6016,4.930406,0.0001159728,383401,589052
1,493151.9121,5.403297,0.0001749355,424615,561738
1,499448.2227,2.996865e-09,1200,499448,499452
1,505744.5332,0.2651378,0.03093595,505357,506094
1,512040.8438,1.36807,0.00751163,510565,513579
1,518337.1543,0.4788863,0.003181896,514575,522066
1,524633.4648,0.03978073,0.2611935,524625,524678
1,530929.7754,0.03721349,0.01171142,530510,531526
1,537226.0859,0.07753142,0.138374,537163,537230
1,543522.3965,0.3728266,0.006088878,541615,545457
1,549818.707,0.0351549,0.002940476,545786,552062
1,556115.0176,2.132537,0.0003296793,519859,592499
1,562411.3281,0.8722572,0.002975929,560194,566431
1,568707.6387,0.09973898,0.04842149,568484,569004
1,575003.9492,3.078777e-09,0.15,574923,575203
1,581300.2598,0.1198388,0.2420242,581293,581339
1,587596.5703,0.889288,0.001539062,579818,595301
1,593892.8809,2.589982e-09,0.1290322,592499,593985
1,600189.1914,4.848426e-09,0.01071428,599073,601309
1,606485.502,0.008000605,0.007643172,604960,608017
1,612781.8125,22.40199,0.0002745174,569144,655428
1,619078.123,2.532547e-09,0.04705882,618823,623238
1,625374.4336,3.852744,0.00110563,615478,636198
1,631670.7441,0.01744571,0.003849857,629158,634615
1,637967.0547,3.13313e-09,0.2926828,637926,638112
1,644263.3652,0.1574365,0.01665334,643555,644974
1,650559.6758,1.046124e-08,0.006518197,648718,653086
1,656855.9863,3.71236,0.0004141202,627890,661262
1,663152.2969,4.635047,0.0002174801,607985,718208
1,669448.6074,0.7375118,0.000172016,601309,738581
1,675744.918,1.190661e-08,0.0008250256,661199,688049
1,682041.2285,3.532737e-09,0.001997337,661199,688049
1,688337.5391,3.532737e-09,0.04166666,688049,699357
1,694633.8496,1.103692e-08,0.002559726,688049,699321
1,700930.1602,4.225992e-09,0.06417111,700626,701117
1,707226.4707,0.3586769,0.0008895598,699212,720009
1,713522.7812,11.27858,0.0001092509,604137,823347
1,719819.0918,10.37867,0.0005955105,699730,738581
1,726115.4023,18.94688,0.0001380727,640515,807096
1,732411.7129,7.013344e-09,0.002397123,725007,737417
1,738708.0234,0.1495633,0.0107751,738116,742768
1,745004.334,2.589994e-09,0.7499999,744988,745033
1,751300.6445,0.02640644,0.002100664,745622,756495
1,757596.9551,3.133131e-09,0.04918031,757304,757840
1,763893.2656,0.007643357,0.08364878,763843,764018
1,770189.5762,3.133135e-09,0.7999999,768954,770204
1,776485.8867,2.53712e-09,0.1333333,776395,779376
1,782782.1973,3.133132e-09,0.6315788,782747,782801
1,789078.5078,0.1120517,0.2783487,789009,789111
1,795374.8184,0.03730442,0.002397175,790370,799844
1,801671.1289,0.003414716,0.01306075,800918,802460
1,807967.4395,0.9228441,0.001954676,802067,820874
1,814263.75,0.06520907,0.0004440873,787729,834738
1,820560.0605,0.7487544,0.00169784,820032,827424
1,826856.3711,0.06836398,0.001628134,820032,834128
1,833152.6816,0.7392909,0.0003901747,802413,834738
1,839448.9922,1.362478e-08,0.002453987,834559,867623
1,845745.3027,4.989302e-08,0.0009977548,833718,866726
1,852041.6133,3.880328e-08,0.0008111943,833917,866834
1,858337.9238,3.488807e-08,0.001412263,834559,866834
1,864634.2344,1.098183e-08,0.006312467,833718,866535
1,870930.5449,1.459827,0.0002260915,820032,923922
1,877226.8555,0.6519682,0.0003893728,866312,903078
1,883523.166,0.002682484,0.03787617,883433,884590
1,889819.4766,2.589978e-09,2.999999,889782,889823
1,896115.7871,0.137312,0.04783686,895885,896339
1,902412.0977,1.473913,0.0002068382,866312,958611
1,908708.4082,42.11003,0.0001248849,820032,994892
1,915004.7188,29.4455,0.0002759102,872617,945003
1,921301.0293,13.76033,0.0001558968,866312,994892
1,927597.3398,36.03511,6.561926e-05,744742,1107443
1,933893.6504,24.24533,5.222815e-05,704137,1163448
1,940189.9609,3.634658,5.413562e-05,718981,1160529
1,946486.2715,3.382803,0.0001926051,884590,994892
1,952782.582,2.088812,3.814539e-05,638233,1264607
1,959078.8926,0.07026487,0.001223619,958584,968618
1,965375.2031,0.06123663,0.002745971,961995,968618
1,971671.5137,3.786267e-09,0.09374998,971519,971799
1,977967.8242,6.651397e-08,0.002614949,973378,984045
1,984264.1348,0.04753629,0.001781741,984045,990965
1,990560.4453,0.05703165,0.08482002,990509,990694
1,996856.7559,0.9554975,0.000125455,903078,1087809
1,1003153.0664,3.570928e-09,0.001452608,994892,1017917
1,1009449.377,0.8379862,0.0001957888,958584,1067366
1,1015745.6875,2.55119,0.000168948,944725,1080411
1,1022041.998,2.039195,0.000167879,958584,1092802
1,1028338.3086,0.5829917,0.0002104006,971435,1080411
1,1034634.6191,0.1270732,0.0005477765,1017917,1056204
1,1040930.9297,0.09483555,0.001678286,1038191,1048053
1,1047227.2402,2.589994e-09,0.04705882,1046972,1047734
1,1053523.5508,0.00537081,0.0345506,1053350,1056204
1,1059819.8613,0.6922133,0.0004170204,1038191,1087809
1,1066116.1719,3.086023,0.0009713414,1056204,1078000
1,1072412.4824,3.570928e-09,0.0117647,1067366,1073432
1,1078708.793,8.067513,0.0005852801,1065132,1092802
1,1085005.1035,3.661401,0.0001889122,1038191,1148483
1,1091301.4141,3.133138e-09,0.00799467,1087809,1092802
1,1097597.7246,0.439714,0.0004195267,1073432,1124588
1,1103894.0352,0.04110521,0.6965159,1103887,1103911
1,1110190.3457,3.078777e-09,0.008571427,1107443,1111590
1,1116486.6562,0.1144548,0.01513645,1115971,1117094
1,1122782.9668,3.532049,0.0001632351,1049311,1196094
1,1129079.2773,4.021079,0.0007612366,1115971,1135832
1,1135375.5879,5.694697,0.0057422,1133399,1135832
1,1141671.8984,25.5718,5.80397e-05,938992,1343161
1,1147968.209,2.701051,0.012872,1147371,1148563
1,1154264.5195,0.0280354,0.006678757,1153942,1155537
1,1160560.8301,2.589992e-09,0.3870967,1160529,1163448
1,1166857.1406,0.9747356,0.0002448526,1117967,1215193
1,1173153.4512,2.532537e-09,0.06153844,1172574,1173348
1,1179449.7617,1.922698,0.001821849,1173348,1184565
1,1185746.0723,0.001929024,0.003581321,1183737,1188896
1,1192042.3828,0.04965598,0.01537441,1191374,1192788
1,1198338.6934,0.06133955,0.03277824,1197013,1198347
1,1204635.0039,17.06045,0.0001020048,1087809,1322224
1,1210931.3145,5.141075,0.0001711807,1147371,1280879
1,1217227.625,68.12028,5.511881e-05,1017917,1431885
1,1223523.9355,66.44721,3.263726e-05,866312,1590411
1,1229820.2461,3.078781e-09,0.9230768,1229807,1229860
1,1236116.5566,51.7658,1.344512e-05,343690,2105592
1,1242412.8672,108.8752,1.151628e-05,200693,2281107
1,1248709.1777,124.4168,1.063181e-05,121023,2363515
1,1255005.4883,130.2483,1.031041e-05,91263,2418778
1,1261301.7988,125.1369,1.025493e-05,91263,2430780
1,1267598.1094,127.7863,1.020004e-05,91263,2442707
1,1273894.4199,132.4818,1.040661e-05,121023,2425019
1,1280190.7305,119.5648,1.1003e-05,192522,2363515
1,1286487.041,121.9021,1.189576e-05,277886,2294552
1,1292783.3516,120.6071,1.319759e-05,383585,2201333
1,1299079.6621,107.1507,1.568248e-05,534751,2063698
1,1305375.9727,68.01363,2.293992e-05,782271,1828231
1,1311672.2832,40.64001,3.713991e-05,988730,1633256
1,1317968.5938,53.28241,4.880091e-05,1073432,1561577
1,1324264.9043,29.51231,0.000210129,1280429,1376993
1,1330561.2148,0.05339919,0.008033763,1329184,1332054
1,1336857.5254,3.215019,0.0001390232,1261206,1420100
1,1343153.8359,45.549,4.991362e-05,1103723,1577285
1,1349450.1465,96.73148,2.914155e-05,938992,1759845
1,1355746.457,90.23958,3.287202e-05,990694,1720459
1,1362042.7676,51.35409,5.605753e-05,1148080,1561577
1,1368339.0781,65.7269,0.0003286102,1331856,1376993
1,1374635.3887,0.9490813,0.006340793,1372898,1376404
1,1380931.6992,42.61136,7.889681e-05,1229148,1526081
1,1387228.0098,64.40968,3.633939e-05,1057751,1716279
1,1393524.3203,91.06264,2.337957e-05,882108,1892713
1,1399820.6309,95.48912,2.122878e-05,834559,1964930
1,1406116.9414,53.64554,2.503894e-05,930326,1885361
1,1412413.252,5.21539,0.01318202,1412368,1413134
1,1418709.5625,1.145363e-09,0.01042572,1417558,1420100
1,1425005.873,2.876283e-09,0.25,1424957,1425453
1,1431302.1836,0.2443112,0.004768668,1428097,1431885
1,1437598.4941,0.2542188,0.01543186,1436926,1439817
1,1443894.8047,10.19619,0.0001493581,1364386,1510993
1,1450191.1152,56.44519,1.755737e-05,766720,2105592
1,1456487.4258,69.96555,1.494547e-05,653751,2254761
1,1462783.7363,71.19828,1.380188e-05,593985,2330373
1,1469080.0469,66.65779,1.392659e-05,607824,2330373
1,1475376.3574,58.14348,1.430562e-05,636834,2314148
1,1481672.668,44.60937,1.6404e-05,750156,2213086
1,1487968.9785,32.42498,1.904262e-05,866312,2105592
1,1494265.2891,9.225531,4.689165e-05,1261206,1750127
1,1500561.5996,8.907898,9.482683e-05,1374202,1624554
1,1506857.9102,5.139323,0.0004529689,1481986,1526081
1,1513154.2207,30.16907,0.0001317652,1423855,1603759
1,1519450.5312,27.88421,5.969328e-05,1318516,1720459
1,1525746.8418,26.28985,4.146744e-05,1261206,1815046
1,1532043.1523,24.98826,3.773987e-05,1214932,1849830
1,1538339.4629,11.80657,4.142606e-05,1261206,1827653
1,1544635.7734,9.758729,4.415364e-05,1280429,1816395
1,1550932.084,1.036108,6.228703e-05,1364386,1742138
1,1557228.3945,0.048143,0.1893808,1557189,1557290
1,1563524.7051,3.376866,5.017645e-05,1326301,1802616
1,1569821.0156,2.876281e-09,0.001607717,1561124,1577285
1,1576117.3262,2.876285e-09,0.01027397,1561576,1577285
1,1582413.6367,2.876275e-09,0.002340093,1577285,1590052
1,1588709.9473,7.733369e-09,0.008941878,1577285,1590052
1,1595006.2578,0.1562679,0.009966013,1594970,1595509
1,1601302.5684,0.1344783,0.009893346,1600215,1601863
1,1607598.8789,4.380715e-09,0.03225806,1607226,1611400
1,1613895.1895,2.589986e-09,0.24,1613766,1613945
1,1620191.5,0.3938516,0.0132357,1619532,1621038
1,1626487.8105,2.61228e-09,0.006207966,1624554,1631056
1,1632784.1211,3.447752e-09,0.2264151,1632323,1632837
1,1639080.4316,0.002682523,0.00960241,1638725,1640107
1,1645376.7422,3.133136e-09,0.1791045,1644971,1645443
1,1651673.0527,3.532736e-09,0.6666664,1651655,1651724
1,1657969.3633,1.421177,0.003846565,1654970,1661084
1,1664265.6738,6.026645e-09,0.02678571,1663817,1665113
1,1670561.9844,2.532548e-09,0.02247191,1667555,1671096
1,1676858.2949,0.1327381,0.0004820181,1653450,1701666
1,1683154.6055,0.7822517,0.00251277,1682750,1687643
1,1689450.916,0.05042962,0.001980123,1684081,1695419
1,1695747.2266,0.144151,0.005404294,1693596,1697046
1,1702043.5371,0.7705366,0.005505835,1699914,1703444
1,1708339.8477,0.4286704,0.001395035,1699738,1716279
1,1714636.1582,0.06399361,0.07616095,1714549,1714684
1,1720932.4688,2.376473e-09,0.4799999,1720907,1721636
1,1727228.7793,2.53254e-09,0.01242236,1725076,1728194
1,1733525.0898,0.001110513,0.003871433,1731726,1736592
1,1739821.4004,2.589978e-09,0.1846153,1738051,1739886
1,1746117.7109,2.491875e-09,0.05741626,1745908,1746902
1,1752414.0215,2.376478e-09,0.0603015,1752215,1753175
1,1758710.332,0.07885823,0.006833282,1757016,1759845
1,1765006.6426,2.996869e-09,0.08633093,1764518,1765145
1,1771302.9531,0.4742205,0.004935326,1769695,1773612
1,1777599.2637,1.145341e-09,0.02797202,1775706,1778028
1,1783895.5742,3.532737e-09,0.009991673,1782694,1785424
1,1790191.8848,0.04776146,0.007174214,1789424,1791420
1,1796488.1953,0.2178858,0.02430404,1795997,1796975
1,1802784.5059,25.46734,0.0006316651,1785424,1820950
1,1809080.8164,6.511953,0.0008685041,1795265,1822594
1,1815377.127,0.04610865,0.01858544,1814810,1816395
1,1821673.4375,0.5704544,0.001164574,1811469,1831031
1,1827969.748,0.004701026,0.01496365,1827642,1828526
1,1834266.0586,1.145347e-09,0.003709427,1831031,1838994
1,1840562.3691,1.145373e-09,0.2264151,1840366,1840615
1,1846858.6797,3.532736e-09,0.5454544,1846806,1846880
1,1853154.9902,0.1720819,0.005522379,1850997,1855280
1,1859451.3008,5.367077e-09,0.0131291,1857534,1860365
1,1865747.6113,2.532557e-09,4,1865744,1866363
1,1872043.9219,2.53254e-09,0.06349205,1871313,1872232
1,1878340.2324,0.1628604,0.006180333,1876783,1880036
1,1884636.543,0.4874569,0.002974923,1881496,1888112
1,1890932.8535,2.612267e-09,0.5454543,1890894,1890954
1,1897229.1641,2.996865e-09,0.002657218,1892713,1912653
1,1903525.4746,3.575181e-08,0.001145585,1892713,1914000
1,1909821.7852,11.44368,6.239089e-05,1718184,2099088
1,1916118.0957,20.63637,5.099535e-05,1682750,2136658
1,1922414.4062,32.42673,5.418927e-05,1701181,2136658
1,1928710.7168,52.87644,6.868582e-05,1754006,2099088
1,1935007.0273,74.17126,0.000140692,1849830,2020141
1,1941303.3379,8.763275,0.000382612,1912653,1972577
1,1947599.6484,0.5436958,0.003705,1945179,1950027
1,1953895.959,6.584584e-09,0.02404809,1953436,1954395
1,1960192.2695,3.13313e-09,0.5714284,1960171,1960549
1,1966488.5801,2.589984e-09,3.999999,1966276,1966491
1,1972784.8906,0.04976422,0.008777113,1971419,1974050
1,1979081.2012,0.2292318,0.005329046,1978310,1981326
1,1985377.5117,2.872679,0.0001603288,1912653,2059094
1,1991673.8223,1.898698,0.0001271562,1912653,2084192
1,1997970.1328,0.789346,0.0008554804,1981326,2009911
1,2004266.4434,0.09643377,0.002180705,1999393,2009690
1,2010562.7539,2.589996e-09,0.01843318,2009911,2012637
1,2016859.0645,3.570928e-09,0.0348837,2016515,2018035
1,2023155.375,0.6180488,0.0005944004,2005322,2041713
1,2029451.6855,4.076567,0.0002588439,1998617,2073905
1,2035747.9961,1.145358e-09,0.03592814,2035142,2036082
1,2042044.3066,6.861128,0.000214944,1998617,2097387
1,2048340.6172,8.007648,8.074354e-05,1912653,2196782
1,2054636.9277,0.2685567,0.001193477,2050943,2064476
1,2060933.2383,9.47379,6.733575e-05,1884030,2236366
1,2067229.5488,12.70263,5.662303e-05,1855343,2272014
1,2073525.8594,20.14506,2.386501e-05,1577285,2576340
1,2079822.1699,21.44347,1.850021e-05,1431683,2727565
1,2086118.4805,24.74932,1.617678e-05,1364386,2827531
1,2092414.791,31.8117,1.485554e-05,1284929,2894182
1,2098711.1016,11.77139,1.4205e-05,1261206,2941043
1,2105007.4121,50.67162,1.287915e-05,1173348,3036291
1,2111303.7227,60.68392,1.220409e-05,1129171,3065309
1,2117600.0332,65.94112,1.185062e-05,1105746,3130158
1,2123896.3438,69.90415,1.15827e-05,1092802,3149681
1,2130192.6543,73.2976,1.142544e-05,1079994,3179206
1,2136488.9648,76.53106,1.143713e-05,1087809,3179206
1,2142785.2754,78.97322,1.138081e-05,1092802,3196616
1,2149081.5859,81.33789,1.173211e-05,1126299,3171847
1,2155377.8965,83.22482,1.18569e-05,1147371,3164258
1,2161674.207,81.31573,1.231657e-05,1188670,3135900
1,2167970.5176,77.82198,1.284868e-05,1234243,3065309
1,2174266.8281,80.16862,1.349067e-05,1284929,3063766
1,2180563.1387,74.36857,1.466144e-05,1364386,2993086
1,2186859.4492,84.64938,1.610148e-05,1441698,2921684
1,2193155.7598,86.50322,1.85213e-05,1552506,2841035
1,2199452.0703,77.26634,2.363268e-05,1692993,2704215
1,2205748.3809,97.56893,2.538927e-05,1734762,2678021
1,2212044.6914,84.28537,3.331557e-05,1851945,2571538
1,2218341.002,99.5328,6.219041e-05,2026204,2410848
1,2224637.3125,43.73608,6.399483e-05,2037286,2412078
1,2230933.623,89.81118,3.29915e-05,1867203,2594656
1,2237229.9336,63.11995,3.198409e-05,1862057,2611888
1,2243526.2441,42.23007,2.999525e-05,1843480,2643311
1,2249822.5547,44.58161,1.709086e-05,1552506,2950293
1,2256118.8652,38.68303,1.553427e-05,1494712,3028551
1,2262415.1758,30.4938,1.57293e-05,1501787,3025057
1,2268711.4863,10.06809,1.672007e-05,1552506,2985817
1,2275007.7969,0.1203604,1.928023e-05,1653450,2894182
1,2281304.1074,0.03788942,0.002240363,2279981,2292276
1,2287600.418,1.113596e-08,0.002566296,2281107,2292276
1,2293896.7285,0.002682771,0.6817711,2293883,2293901
1,2300193.0391,0.09156249,0.01988205,2299367,2300400
1,2306489.3496,2.876269e-09,0.7499997,2305794,2306505
1,2312785.6602,0.006642176,0.0217716,2310277,2313310
1,2319081.9707,0.12028,0.006437562,2318473,2320389
1,2325378.2812,2.491873e-09,0.3636363,2325216,2325411
1,2331674.5918,1.782736,0.0004522194,2305220,2356975
1,2337970.9023,3.532737e-09,0.07453416,2337810,2340560
1,2344267.2129,3.329887,0.0005201182,2321223,2363515
1,2350563.5234,0.02075361,0.007178806,2349733,2351701
1,2356859.834,3.623372,0.000654812,2340368,2363515
1,2363156.1445,0.1313523,0.003991531,2360721,2363515
1,2369452.4551,1.33779,0.0001377728,2291843,2454749
1,2375748.7656,1.370132,0.0001286864,2291843,2459853
1,2382045.0762,0.5146345,0.0002017647,2322572,2441437
1,2388341.3867,2.376484e-09,0.009999999,2385266,2389541
1,2394637.6973,0.8821415,0.0005382496,2377530,2416622
1,2400934.0078,0.04088825,0.08258469,2400912,2401089
1,2407230.3184,0.1410449,0.001788775,2400912,2412078
1,2413526.6289,0.1452431,0.004592412,2412078,2415876
1,2419822.9395,0.004551716,0.04869792,2419597,2419963
1,2426119.25,0.8159792,0.001275158,2417592,2430780
1,2432415.5605,0.1597533,0.0006038529,2413981,2450691
1,2438711.8711,0.07753242,55.34961,2438711,2438720
1,2445008.1816,2.491871e-09,0.08633092,2444656,2445147
1,2451304.4922,3.078775e-09,0.01957585,2450691,2452729
1,2457600.8027,3.078777e-09,0.00532623,2454749,2459853
1,2463897.1133,5.36706,0.0002815149,2422635,2505147
1,2470193.4238,12.2247,0.001194205,2468998,2480089
1,2476489.7344,3.133136e-09,0.06896551,2476315,2477286
1,2482786.0449,3.133136e-09,1.5,2482778,2482829
1,2489082.3555,0.002470278,0.007212396,2487914,2490663
1,2495378.666,9.865295,0.001262134,2486608,2504705
1,2501674.9766,1.653115e-05,0.008136404,2500780,2503140
1,2507971.2871,1.314337,0.002254441,2502941,2513272
1,2514267.5977,2.376477e-09,2,2514191,2514273
1,2520563.9082,0.08453829,0.03664373,2520350,2520761
1,2526860.2188,1.12093,0.0001310144,2436590,2617045
1,2533156.5293,4.476253,0.0002879906,2492502,2574481
1,2539452.8398,8.677543,0.0001703239,2469468,2609342
1,2545749.1504,2.19194,4.738379e-05,2292550,2798261
1,2552045.4609,7.363574,4.893494e-05,2306826,2797085
1,2558341.7715,2.921844e-09,0.1518987,2558262,2558475
1,2564638.082,0.002682484,0.2005209,2563599,2564655
1,2570934.3926,93.42296,0.0001012913,2452729,2683864
1,2577230.7031,79.13294,0.0001589588,2502423,2652639
1,2583527.0137,0.06155823,0.002062013,2577721,2589346
1,2589823.3242,2.532536e-09,0.4444443,2589652,2589850
1,2596119.6348,3.133131e-09,0.02569592,2595652,2596802
1,2602415.9453,2.53255e-09,1.333333,2602403,2602425
1,2608712.2559,3.13313e-09,0.01904761,2605235,2609342
1,2615008.5664,2.376474e-09,0.01492537,2614204,2617045
1,2621304.877,3.078775e-09,0.02575107,2620839,2623395
1,2627601.1875,3.133132e-09,0.1348314,2624227,2627690
1,2633897.498,2.376485e-09,0.02564102,2633391,2634365
1,2640193.8086,3.133138e-09,0.01652893,2639467,2641175
1,2646490.1191,0.002723194,0.2622197,2646430,2646514
1,2652786.4297,2.532536e-09,1.333333,2652633,2652795
1,2659082.7402,0.1198454,0.00705904,2657577,2660756
1,2665379.0508,2.612272e-09,3.999999,2665376,2665423
1,2671675.3613,0.4818398,0.0007338411,2657577,2683864
1,2677971.6719,0.06092947,0.006220524,2677077,2679486
1,2684267.9824,0.9046574,0.0008403023,2670490,2698207
1,2690564.293,0.01208481,0.0001460411,2609342,2772236
1,2696860.6035,3.133135e-09,0.04819276,2683571,2697109
1,2703156.9141,0.1685446,0.004923056,2700872,2704215
1,2709453.2246,0.08639562,0.0007631309,2697109,2724288
1,2715749.5352,2.589987e-09,0.01812688,2711115,2716411
1,2722045.8457,0.002682363,0.004325957,2716411,2724288
1,2728342.1562,0.001316905,0.005044362,2727314,2732385
1,2734638.4668,0.1921073,0.000661429,2722833,2740438
1,2740934.7773,1.124833,0.001989437,2738074,2754028
1,2747231.0879,0.543297,0.0003282219,2711115,2783394
1,2753527.3984,0.244542,0.0007121462,2738074,2769973
1,2759823.709,2.589992e-09,0.01454545,2755975,2760648
1,2766120.0195,0.1198385,0.04706027,2765227,2766156
1,2772416.3301,4.033159,0.0002885938,2732385,2813901
1,2778712.6406,0.3807374,0.002173017,2775162,2783801
1,2785008.9512,3.226815,0.0001859254,2722833,2847395
1,2791305.2617,4.020325,0.0004157716,2764511,2819873
1,2797601.5723,0.05873633,0.001740553,2794195,2803101
1,2803897.8828,0.002490095,0.005296528,2801856,2805893
1,2810194.1934,0.106441,2.089548,2810191,2810319
1,2816490.5039,2.376483e-09,0.06282722,2816072,2816681
1,2822786.8145,2.376486e-09,0.7999999,2822771,2827413
1,2829083.125,2.273603,0.001400209,2821055,2837541
1,2835379.4355,2.589987e-09,0.06593405,2835197,2836758
1,2841675.7461,0.00900155,0.01201257,2840729,2843049
1,2847972.0566,0.2825306,0.0008372078,2835197,2862079
1,2854268.3672,0.001183234,0.1382023,2854223,2854321
1,2860564.6777,3.078779e-09,0.2790697,2860329,2860607
1,2866860.9883,0.2435206,0.02425672,2866487,2866876
1,2873157.2988,6.07036e-09,0.08759122,2873020,2873642
1,2879453.6094,1.043307,0.001431111,2871667,2887585
1,2885749.9199,4.229764,0.0003690554,2853264,2917504
1,2892046.2305,0.02080087,0.001821912,2887006,2894182
1,2898342.541,2.589986e-09,0.004379561,2894182,2901082
1,2904638.8516,2.589991e-09,0.003374578,2901082,2915108
1,2910935.1621,9.985821,6.245992e-05,2722833,3065309
1,2917231.4727,6.277406,0.002220111,2915108,2921684
1,2923527.7832,27.29875,4.58418e-05,2662264,3179206
1,2929824.0938,29.0472,2.908711e-05,2517343,3340215
1,2936120.4043,16.77826,5.20997e-05,2711115,3164258
1,2942416.7148,17.69748,4.281175e-05,2662264,3221950
1,2948713.0254,3.570928e-09,0.1304347,2940915,2948805
1,2955009.3359,22.60826,3.753307e-05,2635349,3272583
1,2961305.6465,20.19997,7.264169e-05,2796111,3124296
1,2967601.957,12.35218,0.0002081886,2915108,3025057
1,2973898.2676,30.25718,3.690438e-05,2648813,3292365
1,2980194.5781,0.1241594,0.02802933,2979833,2980556
1,2986490.8887,10.55217,4.696036e-05,2732385,3225677
1,2992787.1992,0.0773113,0.09868202,2992683,2992947
1,2999083.5098,0.08412045,0.002426741,2993086,3003777
1,3005379.8203,6.774961e-09,0.02515723,3004902,3006804
1,3011676.1309,3.078775e-09,0.0235294,3011166,3012656
1,3017972.4414,0.05404302,0.0002112457,2962161,3065309
1,3024268.752,4.578035,0.0006709796,3006804,3041819
1,3030565.0625,0.002287267,0.07616095,3030449,3030689
1,3036861.373,3.078778e-09,0.02105263,3036291,3038844
1,3043157.6836,0.2391836,0.005992918,3041313,3044825
1,3049453.9941,0.1012697,103.8487,3049454,3049478
1,3055750.3047,2.589999e-09,0.4,3055720,3055808
1,3062046.6152,3.078782e-09,0.05309734,3059548,3062272
1,3068342.9258,6.137713e-09,0.003952568,3065307,3120985
